排名,电影名称,年份,编剧,导演,主演,类型,类型4,国家2,片长2,评价人数,五星百分比,四星百分比,三星百分比,二星百分比,一星百分比,获奖情况1,获奖情况2,获奖情况3
No.186,朗读者 The Reader,-2008,编剧: 戴维·黑尔 / 本哈德·施林克,导演: 史蒂芬·戴德利,主演: 凯特·温丝莱特 / 大卫·克劳斯 / 拉尔夫·费因斯 / 詹妮特·海因 / 苏珊娜·洛塔尔 / Alissa Wilms / 弗罗里安·巴西奥罗麦 / 弗里德里克·贝得勒支 / 马蒂亚斯·哈比希 / Frieder Venus / Marie-Anne Fliegel / Hendrik Arnst / Rainer Sellien / 托尔斯滕·米凯利斯 / Moritz Grove更多...,导演: 史蒂芬·戴德利        编剧: 戴维·黑尔 / 本哈德·施林克        主演: 凯特·温丝莱特 / 大卫·克劳斯 / 拉尔夫·费因斯 / 詹妮特·海因 / 苏珊娜·洛塔尔 / Alissa Wilms / 弗罗里安·巴西奥罗麦 / 弗里德里克·贝得勒支 / 马蒂亚斯·哈比希 / Frieder Venus / Marie-Anne Fliegel / Hendrik Arnst / Rainer Sellien / 托尔斯滕·米凯利斯 / Moritz Grove更多...        类型: 剧情 / 爱情                制片国家/地区: 美国 / 德国        语言: 英语 / 德语 / 希腊语 / 拉丁语        上映日期: 2008-12-10(纽约首映) / 2009-01-30(美国) / 2009-02-26(德国)        片长: 124 分钟        又名: 为爱朗读(台) / 读爱(港) / 生死朗读        IMDb链接: tt0976051,类型: 剧情 / 爱情 ,地区: 美国 / 德国 ,片长: 124 分钟 ,312821,40.10%,46.70%,12.40%,0.70%,0.10%,第81届奥斯卡金像奖                        最佳影片(提名)            雷德芒德·莫瑞斯 / 西德尼·波拉克 / 安东尼·明格拉 / 唐娜·吉格里奥蒂,第66届金球奖                        电影类 最佳剧情片(提名),第22届欧洲电影奖                        最佳影片(提名)
No.187,恐怖游轮 Triangle,-2009,编剧: 克里斯托弗·史密斯,导演: 克里斯托弗·史密斯,主演: 梅利莎·乔治 / 利亚姆·海姆斯沃斯 / 迈克尔·多曼 / 瑞秋·卡帕尼 / 艾玛·朗 / 亨利·尼克松 / 约书亚·麦基弗更多...,导演: 克里斯托弗·史密斯        编剧: 克里斯托弗·史密斯        主演: 梅利莎·乔治 / 利亚姆·海姆斯沃斯 / 迈克尔·多曼 / 瑞秋·卡帕尼 / 艾玛·朗 / 亨利·尼克松 / 约书亚·麦基弗更多...        类型: 剧情 / 悬疑 / 惊悚                制片国家/地区: 英国 / 澳大利亚        语言: 英语        上映日期: 2009-10-16(英国)        片长: 99 分钟        又名: 汪洋血迷宮(台) / 轮回三角 / 三角形 / 迷失三角洲        IMDb链接: tt1187064,类型: 剧情 / 悬疑 / 惊悚 ,地区: 英国 / 澳大利亚 ,片长: 99 分钟 ,399947,38.60%,44.20%,15.10%,1.60%,0.40%,,,
No.188,忠犬八公物语 ハチ公物語,-1987,编剧: 新藤兼人,导演: 神山征二郎,主演: 山本圭 / 井川比佐志 / 片桐入 / 仲代达矢 / 春川真澄 / 八千草薰 / 石野真子 / 殿山泰司 / 加藤嘉 / 石仓三郎 / 泉谷茂 / 柳叶敏郎更多...,导演: 神山征二郎        编剧: 新藤兼人        主演: 山本圭 / 井川比佐志 / 片桐入 / 仲代达矢 / 春川真澄 / 八千草薰 / 石野真子 / 殿山泰司 / 加藤嘉 / 石仓三郎 / 泉谷茂 / 柳叶敏郎更多...        类型: 剧情                制片国家/地区: 日本        语言: 日语        上映日期: 1987-08-01(日本)        片长: 107 分钟        又名: 八千公物语 / 阿八的故事 / 忠犬八公 / 八公犬的故事 / Hachi-ko        IMDb链接: tt0093132,类型: 剧情 ,地区: 日本 ,片长: 107 分钟 ,80266,62.00%,30.20%,7.10%,0.50%,0.20%,,,
No.189,完美陌生人 Perfetti sconosciuti,-2016,编剧: 保罗·格诺维塞 / 菲利波·博洛尼亚 / 保罗·克斯泰拉 / 宝拉·马米妮 / 罗兰多·拉维洛,导演: 保罗·格诺维塞,主演: 马可·贾利尼 / 卡夏·斯穆特尼亚克 / 爱德华多·莱奥 / 阿尔巴·罗尔瓦赫尔 / 瓦莱里奥·马斯坦德雷亚 / 安娜·福列塔 / 朱塞佩·巴蒂斯通更多...,导演: 保罗·格诺维塞        编剧: 保罗·格诺维塞 / 菲利波·博洛尼亚 / 保罗·克斯泰拉 / 宝拉·马米妮 / 罗兰多·拉维洛        主演: 马可·贾利尼 / 卡夏·斯穆特尼亚克 / 爱德华多·莱奥 / 阿尔巴·罗尔瓦赫尔 / 瓦莱里奥·马斯坦德雷亚 / 安娜·福列塔 / 朱塞佩·巴蒂斯通更多...        类型: 剧情 / 喜剧                制片国家/地区: 意大利        语言: 意大利语        上映日期: 2018-05-25(中国大陆) / 2016-02-11(意大利)        片长: 97分钟 / 96分钟(中国大陆)        又名: 完美谎情(港) / 波动的信息分享 / 晦星来的那一夜(豆友译名) / 月食来的那一夜(豆友译名) / Perfect Strangers        IMDb链接: tt4901306,类型: 剧情 / 喜剧 ,地区: 意大利 ,片长: 97分钟 / 96分钟(中国大陆) ,278586,41.00%,46.50%,11.50%,0.80%,0.20%,第3届豆瓣电影年度榜单                        评分最高的外语电影(提名),第3届豆瓣电影年度榜单                        最受关注的非院线电影(提名),第3届豆瓣电影年度榜单                        评分最高的欧洲电影(提名)
No.190,魔女宅急便 魔女の宅急便,-1989,编剧: 宫崎骏 / 角野荣子,导演: 宫崎骏,主演: 高山南 / 佐久间玲 / 户田惠子 / 山口胜平 / 信泽三惠子 / 加藤治子 / 关弘子 / 三浦浩一 / 山寺宏一 / 井上喜久子 / 渊崎由里子 / 土井美加 / 土师孝也 / 浅井淑子 / 齐藤昌 / 西村知道 / 小林优子 / 池水通洋 / 辻亲八 / 大塚明夫 / 坂本千夏 / 田口昂 / 键本景子 / 津贺有子 / 龟井芳子 / 丸山裕子更多...,导演: 宫崎骏        编剧: 宫崎骏 / 角野荣子        主演: 高山南 / 佐久间玲 / 户田惠子 / 山口胜平 / 信泽三惠子 / 加藤治子 / 关弘子 / 三浦浩一 / 山寺宏一 / 井上喜久子 / 渊崎由里子 / 土井美加 / 土师孝也 / 浅井淑子 / 齐藤昌 / 西村知道 / 小林优子 / 池水通洋 / 辻亲八 / 大塚明夫 / 坂本千夏 / 田口昂 / 键本景子 / 津贺有子 / 龟井芳子 / 丸山裕子更多...        类型: 动画 / 奇幻 / 冒险                制片国家/地区: 日本        语言: 日语        上映日期: 1989-07-29(日本)        片长: 103分钟        又名: 魔女琪琪(台) / 小魔女限时专送 / Kiki's Delivery Service        IMDb链接: tt0097814,类型: 动画 / 奇幻 / 冒险 ,地区: 日本 ,片长: 103分钟 ,241954,40.60%,46.00%,12.90%,0.50%,0.10%,第13届日本电影学院奖                        话题奖 最具话题影片奖,,
No.191,可可西里,-2004,编剧: 陆川,导演: 陆川,主演: 多布杰 / 张正阳 / 奇道 / 赵雪莹 / 马占林 / 赵一穗更多...,导演: 陆川        编剧: 陆川        主演: 多布杰 / 张正阳 / 奇道 / 赵雪莹 / 马占林 / 赵一穗更多...        类型: 剧情 / 犯罪                制片国家/地区: 中国大陆 / 香港        语言: 汉语普通话 / 藏语        上映日期: 2004-10-01(中国大陆) / 2005-04-21(香港)        片长: 85分钟(中国大陆) / 90分钟(美国) / 98分钟(阿根廷)        又名: Kekexili: Mountain Patrol        IMDb链接: tt0386651,类型: 剧情 / 犯罪 ,地区: 中国大陆 / 香港 ,片长: 85分钟(中国大陆) / 90分钟(美国) / 98分钟(阿根廷) ,154702,47.70%,41.00%,10.30%,0.70%,0.20%,第41届台北金马影展                        金马奖 最佳剧情片,第25届香港电影金像奖                        最佳亚洲电影            陆川,第17届东京国际电影节                        主竞赛单元 最佳影片(提名)            陆川
No.192,哪吒闹海,-1979,编剧: 王树忱,导演: 严定宪 / 王树忱 / 徐景达,主演: 梁正晖 / 邱岳峰 / 毕克 / 富润生 / 尚华 / 于鼎更多...,导演: 严定宪 / 王树忱 / 徐景达        编剧: 王树忱        主演: 梁正晖 / 邱岳峰 / 毕克 / 富润生 / 尚华 / 于鼎更多...        类型: 动画 / 奇幻 / 冒险                制片国家/地区: 中国大陆        语言: 汉语普通话        上映日期: 1979-05-19(中国大陆)        片长: 65分钟        又名: Prince Nezha's Triumph Against Dragon King / Nezha nao hai        IMDb链接: tt0354770,类型: 动画 / 奇幻 / 冒险 ,地区: 中国大陆 ,片长: 65分钟 ,103987,56.80%,32.90%,9.50%,0.60%,0.10%,,,
No.193,战争之王 Lord of War,-2005,编剧: 安德鲁·尼科尔,导演: 安德鲁·尼科尔,主演: 尼古拉斯·凯奇 / 布丽姬·穆娜 / 杰瑞德·莱托 / 伊安·霍姆 / 伊桑·霍克 / 叶夫盖尼·拉扎列夫 / 伊默恩·沃克 / 塔尼特·菲尼克斯更多...,导演: 安德鲁·尼科尔        编剧: 安德鲁·尼科尔        主演: 尼古拉斯·凯奇 / 布丽姬·穆娜 / 杰瑞德·莱托 / 伊安·霍姆 / 伊桑·霍克 / 叶夫盖尼·拉扎列夫 / 伊默恩·沃克 / 塔尼特·菲尼克斯更多...        类型: 剧情 / 犯罪                制片国家/地区: 美国 / 法国        语言: 英语 / 法语 / 德语 / 俄语 / 西班牙语 / 乌克兰语 / 阿拉伯语 / 土耳其语 / 汉语普通话        上映日期: 2005-09-16(美国)        片长: 122 分钟        又名: 军火之王(台/港) / 军火商        IMDb链接: tt0399295,类型: 剧情 / 犯罪 ,地区: 美国 / 法国 ,片长: 122 分钟 ,203159,42.70%,44.50%,12.00%,0.70%,0.10%,,,
No.194,谍影重重 The Bourne Identity,-2002,编剧: 托尼·吉尔罗伊 / 罗伯特·鲁德鲁姆 / W. Blake Herron,导演: 道格·里曼,主演: 马特·达蒙 / 弗朗卡·波滕特 / 克里斯·库珀 / 克里夫·欧文 / 朱丽娅·斯蒂尔斯 / 布莱恩·考克斯 / 阿德沃尔·阿吉纽依-艾格拜吉 / 加布里埃尔·曼 / 沃尔顿·戈金斯 / 约什·汉密尔顿 / Orso Maria Guerrini更多...,导演: 道格·里曼        编剧: 托尼·吉尔罗伊 / 罗伯特·鲁德鲁姆 / W. Blake Herron        主演: 马特·达蒙 / 弗朗卡·波滕特 / 克里斯·库珀 / 克里夫·欧文 / 朱丽娅·斯蒂尔斯 / 布莱恩·考克斯 / 阿德沃尔·阿吉纽依-艾格拜吉 / 加布里埃尔·曼 / 沃尔顿·戈金斯 / 约什·汉密尔顿 / Orso Maria Guerrini更多...        类型: 动作 / 悬疑 / 惊悚        官方网站: www.thebourneidentity.com        制片国家/地区: 美国 / 德国 / 捷克        语言: 英语 / 法语 / 德语 / 荷兰语 / 意大利语        上映日期: 2002-11-21(中国大陆) / 2002-06-14(美国)        片长: 119分钟        又名: 叛谍追击(港) / 神鬼认证(台) / 伯恩的身份 / 身份的迷惑        IMDb链接: tt0258463,类型: 动作 / 悬疑 / 惊悚 ,地区: 美国 / 德国 / 捷克 ,片长: 119分钟 ,232298,41.70%,44.00%,13.40%,0.70%,0.10%,,,
No.195,一次别离 جدایی نادر از سیمین,-2011,编剧: 阿斯哈·法哈蒂,导演: 阿斯哈·法哈蒂,主演: 佩曼·莫阿迪 / 蕾拉·哈塔米 / 萨瑞·巴亚特 / 沙哈布·侯赛尼 / 萨日娜·法哈蒂 / 梅里拉·扎雷伊 / 阿里-阿萨哈·萨哈巴齐 / 巴巴克·卡里米 / 吉米娅·侯赛伊妮 / 希尔·亚齐丹巴克什 / 萨哈巴努·佐哈多更多...,"导演: 阿斯哈·法哈蒂        编剧: 阿斯哈·法哈蒂        主演: 佩曼·莫阿迪 / 蕾拉·哈塔米 / 萨瑞·巴亚特 / 沙哈布·侯赛尼 / 萨日娜·法哈蒂 / 梅里拉·扎雷伊 / 阿里-阿萨哈·萨哈巴齐 / 巴巴克·卡里米 / 吉米娅·侯赛伊妮 / 希尔·亚齐丹巴克什 / 萨哈巴努·佐哈多更多...        类型: 剧情 / 家庭                制片国家/地区: 伊朗 / 法国        语言: 波斯语        上映日期: 2012-11-13(中国大陆) / 2011-02-15(柏林电影节) / 2011-03-16(伊朗)        片长: 123分钟        又名: 分居风暴(台) / 伊朗式分居(港) / 内达与西敏：一次别离 / 纳德和西敏：一次离别 / 纳德和西敏：一次别离 / 别离 / A Separation / Nader and Simin, a Separation / Jodaeiye Nader az Simin        IMDb链接: tt1832382",类型: 剧情 / 家庭 ,地区: 伊朗 / 法国 ,片长: 123分钟 ,154692,48.10%,40.90%,10.00%,0.80%,0.20%,第84届奥斯卡金像奖                        最佳原创剧本(提名)            阿斯哈·法哈蒂,第61届柏林国际电影节                        金熊奖 最佳影片            阿斯哈·法哈蒂,第69届金球奖                        电影类 最佳外语片            阿斯哈·法哈蒂
No.196,谍影重重2 The Bourne Supremacy,-2004,编剧: 罗伯特·鲁德鲁姆 / 托尼·吉尔罗伊,导演: 保罗·格林格拉斯,主演: 马特·达蒙 / 弗朗卡·波滕特 / 布莱恩·考克斯 / 朱丽娅·斯蒂尔斯 / 卡尔·厄本 / 琼·艾伦 / 加布里埃尔·曼 / 马尔顿·索克斯 / 约翰·贝德福德·劳埃德 / 伊桑·桑德勒 / 米歇尔·莫纳汉 / 卡瑞尔·罗登 / 托马斯·阿拉纳 / 奥莎娜·阿金什那 / 汤姆·加洛普更多...,导演: 保罗·格林格拉斯        编剧: 罗伯特·鲁德鲁姆 / 托尼·吉尔罗伊        主演: 马特·达蒙 / 弗朗卡·波滕特 / 布莱恩·考克斯 / 朱丽娅·斯蒂尔斯 / 卡尔·厄本 / 琼·艾伦 / 加布里埃尔·曼 / 马尔顿·索克斯 / 约翰·贝德福德·劳埃德 / 伊桑·桑德勒 / 米歇尔·莫纳汉 / 卡瑞尔·罗登 / 托马斯·阿拉纳 / 奥莎娜·阿金什那 / 汤姆·加洛普更多...        类型: 动作 / 悬疑 / 惊悚        官方网站: www.thebournesupremacy.com        制片国家/地区: 美国 / 德国        语言: 英语 / 俄语 / 德语 / 意大利语        上映日期: 2004-11-14(中国大陆) / 2004-07-15(洛杉矶首映) / 2004-07-23(美国)        片长: 108分钟        又名: 叛谍追击2：机密圈套(港) / 神鬼认证：神鬼疑云(台) / 伯恩的身份2 / 至尊伯恩 / 伯恩的霸权        IMDb链接: tt0372183,类型: 动作 / 悬疑 / 惊悚 ,地区: 美国 / 德国 ,片长: 108分钟 ,193889,42.70%,44.90%,11.70%,0.50%,0.10%,第14届MTV电影奖                        MTV电影奖 最佳男演员(提名)            马特·达蒙,第14届MTV电影奖                        MTV电影奖 最佳动作场面(提名),
No.197,牯岭街少年杀人事件 牯嶺街少年殺人事件,-1991,编剧: 杨德昌 / 赖铭堂 / 杨顺清 / 鸿鸿,导演: 杨德昌,主演: 张震 / 杨静怡 / 张国柱 / 王启赞 / 林鸿铭 / 金燕玲 / 王琄 / 张翰 / 姜秀琼 / 赖梵耘 / 柯宇纶 / 谭志刚 / 冯国强 / 陈湘琪 / 金士杰更多...,导演: 杨德昌        编剧: 杨德昌 / 赖铭堂 / 杨顺清 / 鸿鸿        主演: 张震 / 杨静怡 / 张国柱 / 王启赞 / 林鸿铭 / 金燕玲 / 王琄 / 张翰 / 姜秀琼 / 赖梵耘 / 柯宇纶 / 谭志刚 / 冯国强 / 陈湘琪 / 金士杰更多...        类型: 剧情 / 犯罪                制片国家/地区: 台湾        语言: 汉语普通话 / 闽南语 / 上海话 / 粤语        上映日期: 1991-07-27(台湾)        片长: 237分钟(导演剪辑版)        又名: A Brighter Summer Day        IMDb链接: tt0101985,类型: 剧情 / 犯罪 ,地区: 台湾 ,片长: 237分钟(导演剪辑版) ,131069,53.30%,34.30%,10.60%,1.30%,0.40%,第28届台北金马影展                        金马奖 最佳剧情片,第28届台北金马影展                        金马奖 最佳导演(提名)            杨德昌,第4届东京国际电影节                        主竞赛单元 最佳影片(提名)            杨德昌
No.198,地球上的星星 Taare Zameen Par,-2007,编剧: 阿莫尔·古普特,导演: 阿米尔·汗,主演: 达席尔·萨法瑞 / 阿米尔·汗 / 塔奈·切赫达 / 萨谢·英吉尼尔 / 蒂丝卡·乔普拉 / 维品·沙尔马 / 拉利塔·拉伊米 / 吉里贾·奥克 / 拉维·汗维尔卡尔 / 普拉蒂玛·库尔卡尼 / 梅娜·马里克 / 索纳利·萨查德夫 / 桑贾伊·达迪克 / 拉加·戈帕尔·耶尔 / 布格斯·巴尔加瓦 / 尚卡尔·萨查德夫 / M·K·拉伊纳更多...,导演: 阿米尔·汗        编剧: 阿莫尔·古普特        主演: 达席尔·萨法瑞 / 阿米尔·汗 / 塔奈·切赫达 / 萨谢·英吉尼尔 / 蒂丝卡·乔普拉 / 维品·沙尔马 / 拉利塔·拉伊米 / 吉里贾·奥克 / 拉维·汗维尔卡尔 / 普拉蒂玛·库尔卡尼 / 梅娜·马里克 / 索纳利·萨查德夫 / 桑贾伊·达迪克 / 拉加·戈帕尔·耶尔 / 布格斯·巴尔加瓦 / 尚卡尔·萨查德夫 / M·K·拉伊纳更多...        类型: 剧情 / 家庭 / 儿童        官方网站: www.taarezameenpar.com        制片国家/地区: 印度        语言: 印地语 / 英语        上映日期: 2007-12-21(印度)        片长: 165分钟        又名: 心中的小星星(台) / 每一个孩子都是特别的 / तारे ज़मीन पर / Like Stars on Earth        IMDb链接: tt0986264,类型: 剧情 / 家庭 / 儿童 ,地区: 印度 ,片长: 165分钟 ,104650,54.30%,35.70%,9.00%,0.70%,0.20%,,,
No.199,黑客帝国3：矩阵革命 The Matrix Revolutions,-2003,编剧: 莉莉·沃卓斯基 / 拉娜·沃卓斯基,导演: 莉莉·沃卓斯基 / 拉娜·沃卓斯基,主演: 基努·里维斯 / 劳伦斯·菲什伯恩 / 凯瑞-安·莫斯 / 莫妮卡·贝鲁奇 / 凯特·宾汉 / 雨果·维文 / 贾达·萍克·史密斯 / 邹兆龙 / 朗贝尔·维尔森更多...,导演: 莉莉·沃卓斯基 / 拉娜·沃卓斯基        编剧: 莉莉·沃卓斯基 / 拉娜·沃卓斯基        主演: 基努·里维斯 / 劳伦斯·菲什伯恩 / 凯瑞-安·莫斯 / 莫妮卡·贝鲁奇 / 凯特·宾汉 / 雨果·维文 / 贾达·萍克·史密斯 / 邹兆龙 / 朗贝尔·维尔森更多...        类型: 动作 / 科幻                制片国家/地区: 美国 / 澳大利亚        语言: 英语 / 法语        上映日期: 2003-11-05(美国/中国大陆)        片长: 129 分钟        又名: 骇客任务完结篇：最后战役 / 廿二世纪杀人网络3：惊变世纪 / 黑客帝国3        IMDb链接: tt0242653,类型: 动作 / 科幻 ,地区: 美国 / 澳大利亚 ,片长: 129 分钟 ,193585,46.60%,38.30%,13.60%,1.20%,0.30%,第10届中国电影华表奖                        优秀译制片奖(提名),,
No.200,追随 Following,-1998,编剧: 克里斯托弗·诺兰,导演: 克里斯托弗·诺兰,主演: 杰里米·西奥伯德 / 亚历克斯·霍 / 露西·拉塞尔 / 约翰·诺兰 / 迪克·布拉德塞尔 / 吉莉安·艾尔-卡迪 / 詹妮弗·安杰尔 / 尼古拉斯·卡洛蒂 / 达伦·奥曼迪 / 盖·格林威 / 塔索斯·史蒂文斯 / 特里斯坦·马丁 / 瑞贝卡·詹姆斯 / 保罗·梅森 / 大卫·博维尔更多...,导演: 克里斯托弗·诺兰        编剧: 克里斯托弗·诺兰        主演: 杰里米·西奥伯德 / 亚历克斯·霍 / 露西·拉塞尔 / 约翰·诺兰 / 迪克·布拉德塞尔 / 吉莉安·艾尔-卡迪 / 詹妮弗·安杰尔 / 尼古拉斯·卡洛蒂 / 达伦·奥曼迪 / 盖·格林威 / 塔索斯·史蒂文斯 / 特里斯坦·马丁 / 瑞贝卡·詹姆斯 / 保罗·梅森 / 大卫·博维尔更多...        类型: 悬疑 / 惊悚 / 犯罪                制片国家/地区: 英国        语言: 英语        上映日期: 1998-09-12(多伦多电影节) / 1999-11-05(英国)        片长: 69分钟        又名: 跟踪(台) / 致命追踪 / 尾随        IMDb链接: tt0154506,类型: 悬疑 / 惊悚 / 犯罪 ,地区: 英国 ,片长: 69分钟 ,97420,55.40%,36.70%,7.30%,0.50%,0.20%,,,
No.201,海街日记 海街diary,-2015,编剧: 是枝裕和 / 吉田秋生,导演: 是枝裕和,主演: 绫濑遥 / 长泽雅美 / 夏帆 / 广濑铃 / 大竹忍 / 堤真一 / 加濑亮 / 风吹淳 / 中川雅也 / 前田旺志郎  / 铃木亮平 / 坂口健太郎 / 树木希林更多...,导演: 是枝裕和        编剧: 是枝裕和 / 吉田秋生        主演: 绫濑遥 / 长泽雅美 / 夏帆 / 广濑铃 / 大竹忍 / 堤真一 / 加濑亮 / 风吹淳 / 中川雅也 / 前田旺志郎  / 铃木亮平 / 坂口健太郎 / 树木希林更多...        类型: 剧情 / 家庭        官方网站: umimachi.gaga.ne.jp        制片国家/地区: 日本        语言: 日语        上映日期: 2015-05-14(戛纳电影节) / 2015-06-13(日本)        片长: 127分钟        又名: 海街女孩日记(港) / Kamakura Diary / Umimachi Diary / Our Little Sister        IMDb链接: tt3756788,类型: 剧情 / 家庭 ,地区: 日本 ,片长: 127分钟 ,177573,46.10%,43.30%,9.90%,0.60%,0.10%,第68届戛纳电影节                        主竞赛单元 金棕榈奖(提名)            是枝裕和,第39届日本电影学院奖                        最佳影片,第63届圣塞巴斯蒂安国际电影节                        观众选择奖            是枝裕和
